Rank,Movie,Release Date,Distributor,Genre,Year Gross,Tickets Sold,Movie URL,Year,Domestic Box Office,International Box Office,Worldwide Box Office,Production Budget,MPAA Rating
1,Black Panther,"Feb 16, 2018",Walt Disney,Action,700059566.0,76845177.0,https://www.the-numbers.com/movie/Black-Panther-(2018)#tab=summary,2018,700059566.0,634097516.0,1334157082.0,200000000.0,PG-13
2,Avengers: Infinity War,"Apr 27, 2018",Walt Disney,Action,678815482.0,74513225.0,https://www.the-numbers.com/movie/Avengers-Infinity-War-(2017)#tab=summary,2018,678815482.0,1369342759.0,2048158241.0,300000000.0,PG-13
3,Incredibles 2,"Jun 15, 2018",Walt Disney,Adventure,608581744.0,66803704.0,https://www.the-numbers.com/movie/Incredibles-2#tab=summary,2018,608581744.0,634223615.0,1242805359.0,200000000.0,PG
4,Jurassic World: Fallen Kingdom,"Jun 22, 2018",Universal,Action,417719760.0,45852883.0,https://www.the-numbers.com/movie/Jurassic-World-Fallen-Kingdom-(2018)#tab=summary,2018,417719760.0,890603542.0,1308323302.0,170000000.0,PG-13
5,Deadpool 2,"May 18, 2018",20th Century Fox,Action,324512774.0,35621600.0,https://www.the-numbers.com/movie/Deadpool-2#tab=summary,2018,324591735.0,461770635.0,786362370.0,110000000.0,R
6,Dr. Seuss’ The Grinch,"Nov 9, 2018",Universal,Adventure,267287030.0,29339959.0,https://www.the-numbers.com/movie/Dr-Seuss-The-Grinch-(2018)#tab=summary,2018,272961295.0,241369386.0,514330681.0,75000000.0,PG
7,Jumanji: Welcome to the Jungle,"Dec 20, 2017",Sony Pictures,Adventure,235506359.0,25851411.0,https://www.the-numbers.com/movie/Jumanji-Welcome-to-the-Jungle#tab=summary,2018,404508916.0,557123891.0,961632807.0,90000000.0,PG-13
8,Mission: Impossible—Fallout,"Jul 27, 2018",Paramount Pictures,Action,220159104.0,24166751.0,https://www.the-numbers.com/movie/Mission-Impossible-Fallout#tab=summary,2018,220159104.0,566110516.0,786269620.0,178000000.0,PG-13
9,Ant-Man and the Wasp,"Jul 6, 2018",Walt Disney,Action,216648740.0,23781420.0,https://www.the-numbers.com/movie/Ant-Man-and-the-Wasp#tab=summary,2018,216648740.0,406495920.0,623144660.0,130000000.0,PG-13
10,Solo: A Star Wars Story,"May 25, 2018",Walt Disney,Adventure,213767512.0,23465149.0,https://www.the-numbers.com/movie/Solo-A-Star-Wars-Story#tab=summary,2018,213767512.0,179383835.0,393151347.0,330400000.0,PG-13
11,Venom,"Oct 5, 2018",Sony Pictures,Action,213429141.0,23428006.0,https://www.the-numbers.com/movie/Venom-(2018)#tab=summary,2018,213511408.0,642569645.0,856081053.0,116000000.0,PG-13
12,A Star is Born,"Oct 5, 2018",Warner Bros.,Drama,201157885.0,22080997.0,https://www.the-numbers.com/movie/Star-is-Born-A-(2018)#tab=summary,2018,215288866.0,221100000.0,436388866.0,36000000.0,R
13,Aquaman,"Dec 21, 2018",Warner Bros.,Action,199059824.0,21850694.0,https://www.the-numbers.com/movie/Aquaman-(2018)#tab=summary,2018,335061807.0,813800000.0,1148861807.0,160000000.0,PG-13
14,Bohemian Rhapsody,"Nov 2, 2018",20th Century Fox,Drama,189813133.0,20835690.0,https://www.the-numbers.com/movie/Bohemian-Rhapsody-(2018)#tab=summary,2018,216303339.0,662785558.0,879088897.0,55000000.0,PG-13
15,A Quiet Place,"Apr 6, 2018",Paramount Pictures,Horror,188024361.0,20639337.0,https://www.the-numbers.com/movie/Quiet-Place-A-(2018)#tab=summary,2018,188024361.0,146852309.0,334876670.0,17000000.0,PG-13
16,Ralph Breaks The Internet,"Nov 21, 2018",Walt Disney,Adventure,187152693.0,20543654.0,https://www.the-numbers.com/movie/Ralph-Breaks-The-Internet-(2018)#tab=summary,2018,201091711.0,328199119.0,529290830.0,175000000.0,PG
17,Crazy Rich Asians,"Aug 15, 2018",Warner Bros.,Romantic Comedy,174519335.0,19156897.0,https://www.the-numbers.com/movie/Crazy-Rich-Asians-(2018)#tab=summary,2018,174532921.0,64500000.0,239032921.0,30000000.0,PG-13
18,Hotel Transylvania 3: Summe…,"Jul 13, 2018",Sony Pictures,Adventure,167500092.0,18386398.0,https://www.the-numbers.com/movie/Hotel-Transylvania-3-Summer-Vacation#tab=summary,2018,167500092.0,359861622.0,527361714.0,65000000.0,PG
19,Halloween,"Oct 19, 2018",Universal,Horror,159341510.0,17490835.0,https://www.the-numbers.com/movie/Halloween-(2018)#tab=summary,2018,159366015.0,96050074.0,255416089.0,10000000.0,R
20,Fantastic Beasts: The Crime…,"Nov 16, 2018",Warner Bros.,Adventure,156781859.0,17209864.0,https://www.the-numbers.com/movie/Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018)#tab=summary,2018,159555901.0,496200000.0,655755901.0,200000000.0,PG-13
21,The Meg,"Aug 10, 2018",Warner Bros.,Action,145443742.0,15965285.0,https://www.the-numbers.com/movie/Meg-The#tab=summary,2018,145443742.0,383800000.0,529243742.0,178000000.0,PG-13
22,Ocean’s 8,"Jun 8, 2018",Warner Bros.,Comedy,140218711.0,15391736.0,https://www.the-numbers.com/movie/Oceans-8-(2018)#tab=summary,2018,140218711.0,157500000.0,297718711.0,70000000.0,PG-13
23,Mary Poppins Returns,"Dec 19, 2018",Walt Disney,Musical,138817262.0,15237899.0,https://www.the-numbers.com/movie/Mary-Poppins-Returns-(2018)#tab=summary,2018,171958438.0,173648062.0,345606500.0,130000000.0,PG
24,Ready Player One,"Mar 29, 2018",Warner Bros.,Adventure,137690172.0,15114179.0,https://www.the-numbers.com/movie/Ready-Player-One#tab=summary,2018,137690172.0,445800000.0,583490172.0,150000000.0,PG-13
25,Spider-Man: Into The Spider…,"Dec 14, 2018",Sony Pictures,Adventure,133978231.0,14706721.0,https://www.the-numbers.com/movie/Spider-Man-Into-The-Spider-Verse-3D-(2018)#tab=summary,2018,190173195.0,183633874.0,373807069.0,90000000.0,PG
26,The Greatest Showman,"Dec 20, 2017",20th Century Fox,Musical,125303456.0,13754496.0,https://www.the-numbers.com/movie/Greatest-Showman-The#tab=summary,2018,174340174.0,254455826.0,428796000.0,84000000.0,PG
27,Mamma Mia: Here We Go Again!,"Jul 20, 2018",Universal,Musical,120634935.0,13242034.0,https://www.the-numbers.com/movie/Mamma-Mia-Here-We-Go-Again#tab=summary,2018,120634935.0,275508396.0,396143331.0,75000000.0,PG-13
28,The Nun,"Sep 7, 2018",Warner Bros.,Horror,117450119.0,12892439.0,https://www.the-numbers.com/movie/Nun-The#tab=summary,2018,117450119.0,248600000.0,366050119.0,22000000.0,R
29,Peter Rabbit,"Feb 9, 2018",Sony Pictures,Adventure,115234093.0,12649186.0,https://www.the-numbers.com/movie/Peter-Rabbit-(2018)#tab=summary,2018,115234093.0,242883214.0,358117307.0,50000000.0,PG
30,Creed II,"Nov 21, 2018",MGM,Drama,112448520.0,12343416.0,https://www.the-numbers.com/movie/Creed-II-(2018)#tab=summary,2018,115715889.0,98500000.0,214215889.0,50000000.0,PG-13
31,Star Wars Ep. VIII: The Las…,"Dec 15, 2017",Walt Disney,Adventure,102963014.0,11302196.0,https://www.the-numbers.com/movie/Star-Wars-Ep-VIII-The-Last-Jedi#tab=summary,2018,620181382.0,702399689.0,1322581071.0,262000000.0,PG-13
32,The Equalizer 2,"Jul 20, 2018",Sony Pictures,Action,102084362.0,11205747.0,https://www.the-numbers.com/movie/Equalizer-2-The#tab=summary,2018,102084362.0,88291819.0,190376181.0,77000000.0,R
33,Rampage,"Apr 13, 2018",Warner Bros.,Action,101028233.0,11089817.0,https://www.the-numbers.com/movie/Rampage-(2018)#tab=summary,2018,101028233.0,327100000.0,428128233.0,120000000.0,PG-13
34,A Wrinkle in Time,"Mar 9, 2018",Walt Disney,Adventure,100478608.0,11029484.0,https://www.the-numbers.com/movie/Wrinkle-in-Time-A-(2018)#tab=summary,2018,100478608.0,32735941.0,133214549.0,103000000.0,PG
35,Fifty Shades Freed,"Feb 9, 2018",Universal,Drama,100407760.0,11021708.0,https://www.the-numbers.com/movie/Fifty-Shades-Freed#tab=summary,2018,100407760.0,271577258.0,371985018.0,55000000.0,R
36,Christopher Robin,"Aug 3, 2018",Walt Disney,Adventure,99215042.0,10890783.0,https://www.the-numbers.com/movie/Christopher-Robin-(2018)#tab=summary,2018,99215042.0,98529335.0,197744377.0,75000000.0,PG
37,I Can Only Imagine,"Mar 16, 2018",Roadside Attractions,Drama,83482352.0,9163814.0,https://www.the-numbers.com/movie/I-Can-Only-Imagine-(2018)#tab=summary,2018,83482352.0,2301215.0,85783567.0,7000000.0,PG
38,Smallfoot,"Sep 28, 2018",Warner Bros.,Adventure,82976621.0,9108301.0,https://www.the-numbers.com/movie/Smallfoot-(2018)#tab=summary,2018,83240103.0,134700000.0,217940103.0,80000000.0,PG
39,The Post,"Dec 22, 2017",20th Century Fox,Drama,80143337.0,8797293.0,https://www.the-numbers.com/movie/Post-The#tab=summary,2018,81903458.0,97865999.0,179769457.0,50000000.0,PG-13
40,Night School,"Sep 28, 2018",Universal,Comedy,77316580.0,8487001.0,https://www.the-numbers.com/movie/Night-School-(2018)#tab=summary,2018,77339130.0,26806503.0,104145633.0,29000000.0,PG-13
41,Bumblebee,"Dec 21, 2018",Paramount Pictures,Adventure,71426119.0,7840408.0,https://www.the-numbers.com/movie/Bumblebee#tab=summary,2018,127195589.0,337536230.0,464731819.0,102000000.0,PG-13
42,The First Purge,"Jul 4, 2018",Universal,Horror,69488745.0,7627744.0,https://www.the-numbers.com/movie/First-Purge-The#tab=summary,2018,69488745.0,67565852.0,137054597.0,13000000.0,R
43,Game Night,"Feb 23, 2018",Warner Bros.,Comedy,69179066.0,7593750.0,https://www.the-numbers.com/movie/Game-Night-(2018)#tab=summary,2018,69179066.0,48500000.0,117679066.0,37000000.0,R
44,Book Club,"May 18, 2018",Paramount Pictures,Romantic Comedy,68566296.0,7526487.0,https://www.the-numbers.com/movie/Book-Club-(2018)#tab=summary,2018,68566296.0,37387336.0,105953632.0,10000000.0,PG-13
45,The House with a Clock in i…,"Sep 21, 2018",Universal,Comedy,68536400.0,7523205.0,https://www.the-numbers.com/movie/House-with-a-Clock-in-its-Walls-The#tab=summary,2018,68549695.0,62907452.0,131457147.0,40000000.0,PG
46,Skyscraper,"Jul 13, 2018",Universal,Action,68420120.0,7510441.0,https://www.the-numbers.com/movie/Skyscraper#tab=summary,2018,68420120.0,236438001.0,304858121.0,125000000.0,PG
47,Insidious: The Last Key,"Jan 5, 2018",Universal,Horror,67745330.0,7436370.0,https://www.the-numbers.com/movie/Insidious-The-Last-Key#tab=summary,2018,67745330.0,105066641.0,172811971.0,10000000.0,PG-13
48,Instant Family,"Nov 16, 2018",Paramount Pictures,Comedy,64845006.0,7118003.0,https://www.the-numbers.com/movie/Instant-Family-(2018)#tab=summary,2018,67363237.0,52372951.0,119736188.0,48000000.0,PG-13
49,The Mule,"Dec 14, 2018",Warner Bros.,Drama,64720334.0,7104318.0,https://www.the-numbers.com/movie/Mule-The-(2018)#tab=summary,2018,103804407.0,71000000.0,174804407.0,50000000.0,R
50,Blockers,"Apr 6, 2018",Universal,Comedy,60311495.0,6620362.0,https://www.the-numbers.com/movie/Blockers#tab=summary,2018,60311495.0,34212286.0,94523781.0,21000000.0,R
51,Pacific Rim: Uprising,"Mar 23, 2018",Universal,Action,59874525.0,6572396.0,https://www.the-numbers.com/movie/Pacific-Rim-Uprising#tab=summary,2018,59874525.0,231055623.0,290930148.0,155000000.0,PG-13
52,Tomb Raider,"Mar 16, 2018",Warner Bros.,Action,58250803.0,6394161.0,https://www.the-numbers.com/movie/Tomb-Raider-(2018)#tab=summary,2018,58250803.0,216700000.0,274950803.0,90000000.0,PG-13
53,Maze Runner: The Death Cure,"Jan 26, 2018",20th Century Fox,Action,58032443.0,6370191.0,https://www.the-numbers.com/movie/Maze-Runner-The-Death-Cure#tab=summary,2018,58032443.0,207846093.0,265878536.0,61000000.0,PG-13
54,The Nutcracker and the Four…,"Nov 2, 2018",Walt Disney,Adventure,54785758.0,6013804.0,https://www.the-numbers.com/movie/Nutcracker-and-the-Four-Realms-The-(2018)#tab=summary,2018,54858851.0,115165449.0,170024300.0,132900000.0,PG
55,Tag,"Jun 15, 2018",Warner Bros.,Comedy,54730625.0,6007752.0,https://www.the-numbers.com/movie/Tag-(2018)#tab=summary,2018,54730625.0,23500000.0,78230625.0,28000000.0,R
56,A Simple Favor,"Sep 14, 2018",Lionsgate,Thriller/Suspense,53548586.0,5878001.0,https://www.the-numbers.com/movie/Simple-Favor-A#tab=summary,2018,53548586.0,44080131.0,97628717.0,20000000.0,R
57,Life of the Party,"May 11, 2018",Warner Bros.,Comedy,53059911.0,5824359.0,https://www.the-numbers.com/movie/Life-of-the-Party#tab=summary,2018,53059911.0,12600000.0,65659911.0,30000000.0,PG-13
58,The Predator,"Sep 14, 2018",20th Century Fox,Action,51024708.0,5600956.0,https://www.the-numbers.com/movie/Predator-The-(2018)#tab=summary,2018,51024708.0,108462855.0,159487563.0,88000000.0,R
59,Overboard,"May 4, 2018",Lionsgate,Romantic Comedy,50316123.0,5523175.0,https://www.the-numbers.com/movie/Overboard-(Remake)-(2018)#tab=summary,2018,50316123.0,40928790.0,91244913.0,12000000.0,PG-13
60,Sicario: Day of the Soldado,"Jun 29, 2018",Sony Pictures,Action,50065850.0,5495702.0,https://www.the-numbers.com/movie/Sicario-Day-of-the-Soldado-(2018)#tab=summary,2018,50065850.0,26280244.0,76346094.0,35000000.0,R
61,I Feel Pretty,"Apr 20, 2018",STX Entertainment,Comedy,48795601.0,5356267.0,https://www.the-numbers.com/movie/I-Feel-Pretty#tab=summary,2018,48795601.0,42648494.0,91444095.0,32000000.0,PG-13
62,BlacKkKlansman,"Aug 10, 2018",Focus Features,Black Comedy,48527565.0,5326846.0,https://www.the-numbers.com/movie/BlacKkKlansman#tab=summary,2018,49275340.0,44136086.0,93411426.0,15000000.0,R
63,The Shape of Water,"Dec 1, 2017",Fox Searchlight,Drama,48189258.0,5289710.0,https://www.the-numbers.com/movie/Shape-of-Water-The#tab=summary,2018,63859435.0,131931359.0,195790794.0,19500000.0,R
64,Red Sparrow,"Mar 2, 2018",20th Century Fox,Thriller/Suspense,46874505.0,5145390.0,https://www.the-numbers.com/movie/Red-Sparrow#tab=summary,2018,46874505.0,99077356.0,145951861.0,69000000.0,R
65,Breaking In,"May 11, 2018",Universal,Thriller/Suspense,46840590.0,5141667.0,https://www.the-numbers.com/movie/Breaking-In-(2018)#tab=summary,2018,46840590.0,4644792.0,51485382.0,6000000.0,PG-13
66,Goosebumps 2: Haunted Hallo…,"Oct 12, 2018",Sony Pictures,Horror,46697321.0,5125940.0,https://www.the-numbers.com/movie/Goosebumps-2-Haunted-Halloween-(2018)#tab=summary,2018,46697321.0,46309108.0,93006429.0,35000000.0,PG
67,12 Strong,"Jan 19, 2018",Warner Bros.,Drama,45819713.0,5029606.0,https://www.the-numbers.com/movie/12-Strong#tab=summary,2018,45819713.0,25298665.0,71118378.0,35000000.0,R
68,Den of Thieves,"Jan 19, 2018",STX Entertainment,Action,44947622.0,4933877.0,https://www.the-numbers.com/movie/Den-of-Thieves#tab=summary,2018,44947622.0,35199544.0,80147166.0,30000000.0,R
69,First Man,"Oct 12, 2018",Universal,Drama,44923035.0,4931178.0,https://www.the-numbers.com/movie/First-Man-(2018)#tab=summary,2018,44936545.0,60587192.0,105523737.0,60000000.0,PG-13
70,Hereditary,"Jun 8, 2018",A24,Horror,44069456.0,4837481.0,https://www.the-numbers.com/movie/Hereditary-(2018)#tab=summary,2018,44069456.0,36790829.0,80860285.0,10000000.0,R
71,Acrimony,"Mar 30, 2018",Lionsgate,Thriller/Suspense,43549096.0,4780362.0,https://www.the-numbers.com/movie/Acrimony#tab=summary,2018,43549096.0,3078740.0,46627836.0,20000000.0,R
72,Sherlock Gnomes,"Mar 23, 2018",Paramount Pictures,Adventure,43242871.0,4746748.0,https://www.the-numbers.com/movie/Sherlock-Gnomes-(2018)#tab=summary,2018,43242871.0,54216235.0,97459106.0,59000000.0,PG
73,Uncle Drew,"Jun 29, 2018",Lionsgate,Comedy,42469946.0,4661904.0,https://www.the-numbers.com/movie/Uncle-Drew#tab=summary,2018,42469946.0,4124315.0,46594261.0,18000000.0,PG-13
74,Widows,"Nov 16, 2018",20th Century Fox,Thriller/Suspense,41904173.0,4599799.0,https://www.the-numbers.com/movie/Widows-(2018)#tab=summary,2018,42402632.0,33582068.0,75984700.0,40000000.0,R
75,Pitch Perfect 3,"Dec 22, 2017",Universal,Comedy,41596925.0,4566072.0,https://www.the-numbers.com/movie/Pitch-Perfect-3#tab=summary,2018,104897530.0,80838882.0,185736412.0,45000000.0,PG-13
76,Truth or Dare,"Apr 13, 2018",Universal,Thriller/Suspense,41411015.0,4545666.0,https://www.the-numbers.com/movie/Truth-or-Dare-(2018)#tab=summary,2018,41411015.0,53881729.0,95292744.0,3500000.0,PG-13
77,Paddington 2,"Jan 12, 2018",Warner Bros.,Adventure,40891591.0,4488649.0,https://www.the-numbers.com/movie/Paddington-2#tab=summary,2018,40964849.0,187612510.0,228577359.0,,PG
78,"Love, Simon","Mar 16, 2018",20th Century Fox,Drama,40826341.0,4481486.0,https://www.the-numbers.com/movie/Love-Simon#tab=summary,2018,40826341.0,24694292.0,65520633.0,10000000.0,PG-13
79,Darkest Hour,"Nov 22, 2017",Focus Features,Drama,38310263.0,4205297.0,https://www.the-numbers.com/movie/Darkest-Hour-(UK)#tab=summary,2018,56443120.0,94364510.0,150807630.0,30000000.0,PG-13
80,The Commuter,"Jan 12, 2018",Lionsgate,Action,36343858.0,3989447.0,https://www.the-numbers.com/movie/Commuter-The#tab=summary,2018,36343858.0,82165978.0,118509836.0,40000000.0,PG-13
81,The 15:17 to Paris,"Feb 9, 2018",Warner Bros.,Drama,36276286.0,3982029.0,https://www.the-numbers.com/movie/15-17-to-Paris-The#tab=summary,2018,36276286.0,20900000.0,57176286.0,30000000.0,PG-13
82,Mile 22,"Aug 17, 2018",STX Entertainment,Action,36108758.0,3963639.0,https://www.the-numbers.com/movie/Mile-22-(2018)#tab=summary,2018,36108758.0,30186363.0,66295121.0,35000000.0,R
83,Alpha,"Aug 17, 2018",Sony Pictures,Adventure,35851379.0,3935387.0,https://www.the-numbers.com/movie/Alpha-(2018)#tab=summary,2018,35851379.0,63773494.0,99624873.0,51000000.0,PG-13
84,Peppermint,"Sep 7, 2018",STX Entertainment,Action,35418723.0,3887894.0,https://www.the-numbers.com/movie/Peppermint-(2018)#tab=summary,2018,35418723.0,16382035.0,51800758.0,25000000.0,R
85,Death Wish,"Mar 2, 2018",MGM,Action,34017028.0,3734031.0,https://www.the-numbers.com/movie/Death-Wish-(2018)#tab=summary,2018,34017028.0,14558937.0,48575965.0,30000000.0,R
86,The Spy Who Dumped Me,"Aug 3, 2018",Lionsgate,Comedy,33562069.0,3684091.0,https://www.the-numbers.com/movie/Spy-Who-Dumped-Me-The-(2018)#tab=summary,2018,33562069.0,45436176.0,78998245.0,40000000.0,R
87,Second Act,"Dec 21, 2018",STX Entertainment,Comedy,32792366.0,3599601.0,https://www.the-numbers.com/movie/Second-Act-(2018)#tab=summary,2018,39282227.0,33011839.0,72294066.0,15700000.0,PG-13
88,Annihilation,"Feb 23, 2018",Paramount Pictures,Thriller/Suspense,32732301.0,3593008.0,https://www.the-numbers.com/movie/Annihilation#tab=summary,2018,32732301.0,10338614.0,43070915.0,55000000.0,R
89,Green Book,"Nov 21, 2018",Universal,Comedy,32153006.0,3529418.0,https://www.the-numbers.com/movie/Green-Book-(2018)#tab=summary,2018,85080171.0,234914848.0,319995019.0,23000000.0,PG-13
90,Isle of Dogs,"Mar 23, 2018",Fox Searchlight,Adventure,32015231.0,3514295.0,https://www.the-numbers.com/movie/Isle-of-Dogs-(2018)#tab=summary,2018,32015231.0,26641971.0,58657202.0,,PG-13
91,Nobody’s Fool,"Nov 2, 2018",Paramount Pictures,Drama,31713110.0,3481132.0,https://www.the-numbers.com/movie/Nobodys-Fool-(2018)#tab=summary,2018,31713110.0,876383.0,32589493.0,19000000.0,R
92,Adrift,"Jun 1, 2018",STX Entertainment,Drama,31445011.0,3451702.0,https://www.the-numbers.com/movie/Adrift-(2018)#tab=summary,2018,31445011.0,26452180.0,57897191.0,35000000.0,PG-13
93,Ferdinand,"Dec 15, 2017",20th Century Fox,Adventure,30863663.0,3387888.0,https://www.the-numbers.com/movie/Ferdinand#tab=summary,2018,84410380.0,223081265.0,307491645.0,111000000.0,PG
94,Robin Hood,"Nov 21, 2018",Lionsgate,Action,30645013.0,3363887.0,https://www.the-numbers.com/movie/Robin-Hood-(2018)#tab=summary,2018,30824628.0,54385384.0,85210012.0,99000000.0,PG-13
95,Super Troopers 2,"Apr 20, 2018",20th Century Fox,Comedy,30617396.0,3360856.0,https://www.the-numbers.com/movie/Super-Troopers-2#tab=summary,2018,30617396.0,1349344.0,31966740.0,13500000.0,R
96,Slender Man,"Aug 10, 2018",Sony Pictures,Horror,30564825.0,3355085.0,https://www.the-numbers.com/movie/Slender-Man#tab=summary,2018,30564825.0,21381124.0,51945949.0,10000000.0,PG-13
97,Three Billboards Outside Eb…,"Nov 10, 2017",Fox Searchlight,Black Comedy,30349111.0,3331406.0,https://www.the-numbers.com/movie/Three-Billboards-Outside-Ebbing-Missouri#tab=summary,2018,54513740.0,106644611.0,161158351.0,12000000.0,R
98,Coco,"Nov 22, 2017",Walt Disney,Musical,29891816.0,3281209.0,https://www.the-numbers.com/movie/Coco-(2017)#tab=summary,2018,210460015.0,585675821.0,796135836.0,175000000.0,PG
99,Teen Titans Go! To The Movies,"Jul 27, 2018",Warner Bros.,Adventure,29790236.0,3270059.0,https://www.the-numbers.com/movie/Teen-Titans-Go-To-The-Movies#tab=summary,2018,29790236.0,22600000.0,52390236.0,10000000.0,PG
100,Hostiles,"Dec 22, 2017",Entertainment Stu…,Western,29733369.0,3263816.0,https://www.the-numbers.com/movie/Hostiles-(2017)#tab=summary,2018,29819114.0,7157222.0,36976336.0,50000000.0,R
1,Avengers: Endgame,"Apr 26, 2019",Walt Disney,Action,858373000.0,93708843.0,https://www.the-numbers.com/movie/Avengers-Endgame-(2019)#tab=summary,2019,858373000.0,1859130922.0,2717503922.0,400000000.0,PG-13
2,The Lion King,"Jul 19, 2019",Walt Disney,Adventure,543638043.0,59349131.0,https://www.the-numbers.com/movie/Lion-King-The-(Live-Action)-(2019)#tab=summary,2019,543638043.0,1117816360.0,1661454403.0,260000000.0,PG
3,Frozen II,"Nov 22, 2019",Walt Disney,Musical,450439533.0,49174621.0,https://www.the-numbers.com/movie/Frozen-II-(2019)#tab=summary,2019,477373578.0,974279738.0,1451653316.0,150000000.0,PG
4,Toy Story 4,"Jun 21, 2019",Walt Disney,Adventure,434038008.0,47384062.0,https://www.the-numbers.com/movie/Toy-Story-4-(2019)#tab=summary,2019,434038008.0,637139207.0,1071177215.0,200000000.0,G
5,Captain Marvel,"Mar 8, 2019",Walt Disney,Action,426829839.0,46597144.0,https://www.the-numbers.com/movie/Captain-Marvel-(2019)#tab=summary,2019,426829839.0,702746255.0,1129576094.0,175000000.0,PG-13
6,Star Wars: The Rise of Skyw…,"Dec 20, 2019",Walt Disney,Adventure,390706234.0,42653519.0,https://www.the-numbers.com/movie/Star-Wars-The-Rise-of-Skywalker-(2019)#tab=summary,2019,515202542.0,554749272.0,1069951814.0,275000000.0,PG-13
7,Spider-Man: Far From Home,"Jul 2, 2019",Sony Pictures,Action,390532085.0,42634507.0,https://www.the-numbers.com/movie/Spider-Man-Far-From-Home-(2019)#tab=summary,2019,391362492.0,740936182.0,1132298674.0,160000000.0,PG-13
8,Aladdin,"May 24, 2019",Walt Disney,Adventure,355559216.0,38816508.0,https://www.the-numbers.com/movie/Aladdin-(2019)#tab=summary,2019,355559216.0,686566891.0,1042126107.0,182000000.0,PG
9,Joker,"Oct 4, 2019",Warner Bros.,Thriller/Suspense,333772511.0,36438047.0,https://www.the-numbers.com/movie/Joker-(2019)#tab=summary,2019,335451311.0,743300000.0,1078751311.0,55000000.0,R
10,It: Chapter Two,"Sep 6, 2019",Warner Bros.,Horror,211593228.0,23099697.0,https://www.the-numbers.com/movie/It-Chapter-Two-(2019)#tab=summary,2019,211593228.0,261500000.0,473093228.0,70000000.0,R
11,Jumanji: The Next Level,"Dec 13, 2019",Sony Pictures,Adventure,192094536.0,20971019.0,https://www.the-numbers.com/movie/Jumanji-The-Next-Level#tab=summary,2019,316831246.0,475641422.0,792472668.0,125000000.0,PG-13
12,Us,"Mar 22, 2019",Universal,Horror,175084580.0,19114037.0,https://www.the-numbers.com/movie/Us-(2019)#tab=summary,2019,175084580.0,80536419.0,255620999.0,4500000.0,R
13,Fast & Furious Presents: Ho…,"Aug 2, 2019",Universal,Action,173956935.0,18990932.0,https://www.the-numbers.com/movie/Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019)#tab=summary,2019,173956935.0,586775991.0,760732926.0,200000000.0,PG-13
14,John Wick: Chapter 3 — Para…,"May 17, 2019",Lionsgate,Action,171015687.0,18669834.0,https://www.the-numbers.com/movie/John-Wick-Chapter-3-Parabellum-(2019)#tab=summary,2019,171016727.0,155668652.0,326685379.0,75000000.0,R
15,How to Train Your Dragon: T…,"Feb 22, 2019",Universal,Adventure,160799505.0,17554531.0,https://www.the-numbers.com/movie/How-to-Train-Your-Dragon-The-Hidden-World-(2019)#tab=summary,2019,160799505.0,360180396.0,520979901.0,129000000.0,PG
16,The Secret Life of Pets 2,"Jun 7, 2019",Universal,Adventure,158874395.0,17344366.0,https://www.the-numbers.com/movie/Secret-Life-of-Pets-2-The-(2019)#tab=summary,2019,159214420.0,287235488.0,446449908.0,80000000.0,PG
17,Pokémon: Detective Pikachu,"May 10, 2019",Warner Bros.,Comedy,144105346.0,15732025.0,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary,2019,144105346.0,288983000.0,433088346.0,150000000.0,PG
18,Once Upon a Time…in Hollywo…,"Jul 26, 2019",Sony Pictures,Thriller/Suspense,141096530.0,15403551.0,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary,2019,142502728.0,234924175.0,377426903.0,90000000.0,R
19,Shazam!,"Apr 5, 2019",Warner Bros.,Action,140371656.0,15324417.0,https://www.the-numbers.com/movie/Shazam-(2019)#tab=summary,2019,140371656.0,225600000.0,365971656.0,85000000.0,PG-13
20,Aquaman,"Dec 21, 2018",Warner Bros.,Action,136001983.0,14847378.0,https://www.the-numbers.com/movie/Aquaman-(2018)#tab=summary,2019,335061807.0,813800000.0,1148861807.0,160000000.0,PG-13
21,Knives Out,"Nov 27, 2019",Lionsgate,Drama,130119450.0,14205180.0,https://www.the-numbers.com/movie/Knives-Out-(2019)#tab=summary,2019,165364060.0,147534686.0,312898746.0,40000000.0,PG-13
22,Dumbo,"Mar 29, 2019",Walt Disney,Adventure,114766307.0,12529073.0,https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary,2019,114766307.0,238400000.0,353166307.0,170000000.0,PG
